Sigla do Campus - Docente - tecnico_administrativo - estagiario - indefinida
CANG - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
JUC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
JUC - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
JUC - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
JUC - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
JUC - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CAL - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
SC - 0 - 0 - 0 - 0
CA - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
PAAS - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
ZL - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
MO - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
SPP - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
CM - 0 - 0 - 0 - 0
PF - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
CNAT - 0 - 0 - 0 - 0
AP - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
SGA - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
CN - 0 - 0 - 0 - 0
MC - 0 - 0 - 0 - 0
CANG - 0 - 0 - 0 - 0
JC - 0 - 0 - 0 - 0
NC - 0 - 0 - 0 - 0
ZN - 0 - 0 - 0 - 0
IP - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
LAJ - 0 - 0 - 0 - 0
RE - 0 - 0 - 0 - 0
PAR - 0 - 0 - 0 - 0
